     38.44,129905200.00
     37.47,68854800.00
     37.47,79383600.00
     37.28,141474400.00
     39.82,279747200.00
     39.26,108389200.00
     39.02,82239600.00
     39.26,87481200.00
     39.65,144823600.00
     39.81,104526000.00
     39.97,163217200.00
     39.15,105028400.00
     39.83,88490800.00
     40.17,117862000.00
     40.49,110686400.00
     40.13,111762400.00
     39.47,109712400.00
     39.38,105474000.00
     39.56,86418400.00
     39.77,77596400.00
     40.11,79275600.00
     39.91,101920400.00
     40.03,103864000.00
     40.03,118067600.00
     40.95,109078400.00
     40.91,107140400.00
     41.20,66364400.00
     40.94,117874000.00
     40.68,86606800.00
     40.52,87714000.00
     40.22,114446000.00
     40.12,126323200.00
     40.65,286856000.00
     39.97,179629600.00
     39.75,95042800.00
     39.62,196458400.00
     40.03,113077600.00
     39.88,83242400.00
     39.47,211805600.00
     38.95,150046800.00
     37.88,186581600.00
     37.50,177549200.00
     37.95,146640000.00
     38.45,102016800.00
     38.47,88022000.00
     38.30,105199200.00
     38.56,74795200.00
     38.50,64921200.00
     38.41,80655200.00
     38.54,85135200.00
     38.74,69630400.00
     38.95,65051600.00
     39.01,62468000.00
     38.99,67622400.00
     39.09,64500400.00
     39.18,65576800.00
     39.47,96486000.00
     39.95,75989200.00
     40.10,65496800.00
     39.19,170336800.00
     39.15,95896400.00
     39.22,87937200.00
     39.07,71028800.00
     39.23,84828400.00
     39.31,68002000.00
     39.82,177816800.00
     40.97,178803200.00
     41.97,144187200.00
     42.47,134551200.00
     41.65,165573600.00
     43.50,237594400.00
     43.09,140105200.00
     43.48,97446000.00
     43.67,97638000.00
     43.78,117930400.00
     43.78,100582000.00
     43.38,67928400.00
     43.26,99130000.00
     42.49,116632400.00
     42.79,94550000.00
     42.76,87598000.00
     42.57,65049600.00
     42.70,100525200.00
     43.34,102355600.00
     43.78,56106800.00
     43.76,82867200.00
     43.58,105715200.00
     43.16,166665600.00
     42.61,166108800.00
     42.49,159037200.00
     43.12,130169600.00
     42.26,109400800.00
     41.88,114240000.00
     42.26,102693200.00
     42.62,93420800.00
     42.30,141095200.00
     43.04,77636800.00
     43.12,95273600.00
     43.10,81906000.00
     43.41,160677200.00
     43.72,117684400.00
     43.76,109745600.00
     43.72,93902400.00
     43.54,83799600.00
     43.67,65397600.00
     42.70,132742000.00
     42.53,85992800.00
     42.75,65920800.00
