    102.61,67649400.00
    105.75,55791000.00
    100.56,68457400.00
     98.68,81094400.00
     98.55,70798000.00
     98.97,49739400.00
    100.55,49154200.00
    100.32,62439600.00
     97.96,63170100.00
     96.20,79010000.00
     98.41,53087700.00
     95.10,72334400.00
     97.06,52161500.00
     98.63,65800500.00
    101.52,51794500.00
     99.93,75077000.00
     96.04,133369700.00
     93.79,55678800.00
     94.79,64416500.00
     96.47,40943500.00
     95.42,37357200.00
     95.00,45964300.00
     95.86,46471700.00
     96.52,46418100.00
     93.13,54021400.00
     94.29,44331200.00
     95.92,42343600.00
     93.79,50074700.00
     94.19,40351400.00
     95.02,49057900.00
     96.67,44863200.00
     98.84,39021000.00
     96.00,35374200.00
     96.31,34280800.00
     96.40,31942600.00
     93.98,36255700.00
     96.05,27582700.00
     97.20,28991100.00
     96.86,35216300.00
     97.65,50407100.00
    100.51,33169600.00
    100.58,36955700.00
    102.37,46055100.00
    102.39,35828900.00
    100.78,31561900.00
    101.31,27201700.00
    101.41,33513600.00
    102.24,27408200.00
    101.91,25076100.00
    103.96,40067700.00
    104.61,38303500.00
    105.52,34420700.00
    106.34,44205200.00
    105.93,35502700.00
    105.25,32444400.00
    106.48,25703500.00
    105.47,26133000.00
    106.00,19411400.00
    104.89,31190100.00
    108.65,45601100.00
    109.72,25888400.00
    108.78,25874000.00
    110.42,37356200.00
    109.51,26578700.00
    110.23,26404100.00
    109.95,31801900.00
    108.91,23581700.00
    108.97,29407500.00
    109.34,27232300.00
    110.80,33257300.00
    111.62,25473900.00
    112.11,46939000.00
    108.89,60834000.00
    107.88,32384900.00
    106.64,30611000.00
    106.93,31552500.00
    105.01,33683100.00
    105.00,28031600.00
    103.91,56016200.00
     96.00,114602100.00
     97.61,82242700.00
     93.99,68531500.00
     93.97,48160100.00
     94.20,56831300.00
     95.20,41025500.00
     94.00,35890500.00
     93.37,43458200.00
     93.00,32936400.00
     93.33,33686800.00
     93.48,28719100.00
     92.72,76314700.00
     90.00,44392800.00
     92.39,61259800.00
     94.55,46916900.00
     94.16,42062400.00
     94.64,30442100.00
     94.64,32026000.00
     95.87,38018600.00
     97.22,35140200.00
     98.67,38168800.00
     99.68,56331200.00
     99.44,36229500.00
     99.60,42307200.00
     99.02,29173300.00
     97.60,40191600.00
     97.79,28062900.00
     97.99,23292500.00
     99.25,22409500.00
     99.02,20848100.00
     98.50,26601400.00
     98.53,31712900.00
     98.69,38020500.00
     97.32,31931900.00
     97.82,29445200.00
     96.45,31326800.00
     96.62,61008200.00
     96.00,34411900.00
     94.94,35546400.00
     96.25,29219100.00
     95.94,32240200.00
     92.91,75311400.00
     93.00,45489600.00
     92.90,40444900.00
     93.97,36531000.00
     94.44,35836400.00
     95.49,26026500.00
     95.39,27705200.00
     94.60,30949100.00
     95.70,25139600.00
     96.49,28912100.00
     96.75,23794900.00
     97.17,24167500.00
     97.41,25892200.00
     97.39,38919000.00
     98.92,30137000.00
     98.70,36493900.00
     99.56,23779900.00
    100.00,26276000.00
     99.83,32702000.00
     99.26,28313700.00
     98.25,40382900.00
     96.82,56239800.00
    104.27,92344800.00
    102.83,39869800.00
    104.19,27733700.00
    104.41,38167900.00
    106.05,33816600.00
    104.81,30202600.00
    105.58,27408700.00
    106.27,40553400.00
    107.52,28037200.00
    108.23,26315200.00
    108.71,24008500.00
    108.52,27484500.00
    107.78,18660400.00
    108.14,25868200.00
    109.63,33794400.00
    109.10,25356000.00
    109.23,21984700.00
    108.77,25368100.00
    108.86,25820200.00
    108.59,21257700.00
    108.57,23675100.00
    107.39,25086200.00
    107.41,27766300.00
    106.62,24970300.00
    105.80,24863900.00
    105.66,29662400.00
    106.14,26701500.00
    107.70,26802500.00
    107.90,26880400.00
    107.83,42364300.00
    107.25,53002000.00
    104.64,46557000.00
    102.65,45292800.00
    107.51,62176200.00
    108.73,110888700.00
    113.86,89983600.00
    115.12,79886900.00
    115.19,47023000.00
    113.05,34514300.00
    113.85,36003200.00
    114.35,31074000.00
    114.42,52481200.00
    111.64,29869400.00
    113.00,24607400.00
    113.69,29641100.00
    113.16,35887000.00
    112.46,36379100.00
    112.71,21701800.00
    113.06,29736800.00
    113.40,21453100.00
    113.70,28779300.00
    114.31,24358400.00
    115.02,36236000.00
    117.70,64041000.00
    117.35,37586800.00
    116.79,35192400.00
    117.88,35652200.00
    117.33,23624900.00
    118.18,24553500.00
    117.25,20034600.00
    116.86,24125800.00
    116.81,23192700.00
    117.10,23538700.00
    117.95,48129000.00
    114.31,66134200.00
    115.39,34562000.00
    113.87,37861700.00
    113.65,26419400.00
    113.46,43825800.00
    111.40,28331700.00
    110.98,26932600.00
    108.53,30837000.00
    110.08,32560000.00
    110.31,24054500.00
    109.88,59176400.00
    111.09,57134500.00
    107.12,34094100.00
    107.71,51175500.00
    106.57,32264500.00
    106.70,58840500.00
    109.81,27632000.00
    109.72,28428900.00
    110.12,29264600.00
    111.95,25965500.00
    111.36,27426400.00
    111.13,11475900.00
    111.43,27194000.00
    110.78,28528800.00
    111.60,36162300.00
    110.37,37086900.00
    109.17,26528000.00
    110.00,34324500.00
    109.50,26195500.00
    109.26,29998700.00
    110.86,27068300.00
    112.31,34402600.00
    113.29,26374400.00
    113.84,43733800.00
    115.04,34031800.00
    115.38,46524500.00
    116.47,44351100.00
    115.80,27779400.00
    116.74,21425000.00
    116.80,23783200.00
    116.35,26085900.00
    115.59,14249500.00
    116.52,18296900.00
    117.52,20905900.00
     28.95,115127600.00
     28.96,84472400.00
     28.98,88774400.00
     29.20,127007600.00
     29.49,134247600.00
     29.69,97848400.00
     29.68,110354400.00
     29.73,108344800.00
     29.78,104447600.00
     29.58,137759200.00
     30.00,94852000.00
     29.85,102389200.00
     30.11,130391600.00
     30.00,88200800.00
     29.89,92844000.00
     30.11,129510400.00
     30.42,105350400.00
     30.54,82251600.00
     30.23,121510000.00
     30.29,196804000.00
     31.76,447940000.00
     32.00,134841600.00
     32.08,98029200.00
     32.28,107383600.00
     32.63,152735200.00
     32.84,92016400.00
     32.91,113399600.00
     33.12,80262000.00
     33.27,92141600.00
     33.37,132904800.00
     33.88,142492400.00
     33.92,90338400.00
     33.78,88792800.00
     34.06,98028800.00
     34.11,83347600.00
     34.35,83152800.00
     33.98,87106400.00
     34.28,81029600.00
     34.27,93931600.00
     34.47,145658400.00
     35.00,104844000.00
     34.70,84432400.00
     34.84,87000000.00
     34.76,69785200.00
     34.74,74828800.00
     34.69,88623600.00
     34.81,78451200.00
     34.71,69686800.00
     34.83,61236400.00
     34.85,102767200.00
     35.18,76928000.00
     35.25,175540000.00
     35.10,86168000.00
     35.53,158119600.00
     34.96,103440800.00
     35.31,81385200.00
     35.38,89582400.00
     34.85,94300400.00
     35.23,133499200.00
     35.92,116760000.00
     36.05,84829200.00
     35.93,78646800.00
     35.93,79942800.00
     35.81,79565600.00
     36.05,110871600.00
     36.07,84596000.00
     35.93,66688800.00
     35.90,75733600.00
     35.74,121517600.00
     35.40,81400000.00
     35.48,71291600.00
     35.37,66328400.00
     35.35,58790000.00
     35.47,69313600.00
     35.30,93278400.00
     35.61,69283600.00
     35.88,68537200.00
     35.98,75486000.00
     36.12,80164800.00
     35.98,56985200.00
     36.02,83441600.00
     36.28,134411600.00
     36.88,181408800.00
     36.40,182788000.00
     36.63,93487600.00
     36.69,109310800.00
     37.26,195009600.00
     38.47,156521600.00
     38.41,103222800.00
     38.11,109020400.00
     38.67,130108000.00
     39.00,104038800.00
     38.99,80194000.00
     38.40,203070800.00
     37.82,134272800.00
     38.35,107843200.00
     38.50,91865600.00
     38.72,79675600.00
     38.46,76712000.00
     38.43,76942400.00
     38.50,87710400.00
     38.35,80507600.00
     38.49,97804800.00
     38.29,65616400.00
     38.40,111082800.00
     38.58,101326800.00
     38.47,106499600.00
     38.76,84278400.00
     38.81,85003200.00
     38.80,259530800.00
     36.44,289229200.00
     36.79,136661600.00
     36.88,126124800.00
     35.83,128661600.00
     35.95,201444400.00
     35.92,130165600.00
     36.72,99600400.00
     36.38,85063200.00
     36.44,76425200.00
     36.28,141757600.00
     36.79,102769600.00
     36.25,99047600.00
     36.12,88329600.00
     36.18,125997600.00
     36.11,92096400.00
     36.22,57111200.00
     35.92,86278400.00
     35.76,96515200.00
     35.72,76806800.00
     36.03,84362400.00
     36.18,79127200.00
     36.47,99538000.00
     36.38,100797600.00
     36.99,80528400.00
     37.21,95174000.00
     37.30,71475200.00
     37.62,83692000.00
     37.88,68974800.00
     37.50,105010400.00
     37.65,85972800.00
     37.95,75415600.00
     38.34,63124000.00
