Open Price,Volume
102.610001,67649400.0
105.75,55791000.0
100.559998,68457400.0
98.68,81094400.0
98.550003,70798000.0
98.970001,49739400.0
100.550003,49154200.0
100.32,62439600.0
97.959999,63170100.0
96.199997,79010000.0
98.410004,53087700.0
95.099998,72334400.0
97.059998,52161500.0
98.629997,65800500.0
101.519997,51794500.0
99.93,75077000.0
96.040001,133369700.0
93.790001,55678800.0
94.790001,64416500.0
96.470001,40943500.0
95.419998,37357200.0
95.0,45964300.0
95.860001,46471700.0
96.519997,46418100.0
93.129997,54021400.0
94.290001,44331200.0
95.919998,42343600.0
93.790001,50074700.0
94.190002,40351400.0
95.019997,49057900.0
96.669998,44863200.0
98.839996,39021000.0
96.0,35374200.0
96.309998,34280800.0
96.400002,31942600.0
93.980003,36255700.0
96.050003,27582700.0
97.199997,28991100.0
96.860001,35216300.0
97.650002,50407100.0
100.510002,33169600.0
100.580002,36955700.0
102.370003,46055100.0
102.389999,35828900.0
100.779999,31561900.0
101.309998,27201700.0
101.410004,33513600.0
102.239998,27408200.0
101.910004,25076100.0
103.959999,40067700.0
104.610001,38303500.0
105.519997,34420700.0
106.339996,44205200.0
105.93,35502700.0
105.25,32444400.0
106.480003,25703500.0
105.470001,26133000.0
106.0,19411400.0
104.889999,31190100.0
108.650002,45601100.0
109.720001,25888400.0
108.779999,25874000.0
110.419998,37356200.0
109.510002,26578700.0
110.230003,26404100.0
109.949997,31801900.0
108.910004,23581700.0
108.970001,29407500.0
109.339996,27232300.0
110.800003,33257300.0
111.620003,25473900.0
112.110001,46939000.0
108.889999,60834000.0
107.879997,32384900.0
106.639999,30611000.0
106.93,31552500.0
105.010002,33683100.0
105.0,28031600.0
103.910004,56016200.0
96.0,114602100.0
97.610001,82242700.0
93.989998,68531500.0
93.970001,48160100.0
94.199997,56831300.0
95.199997,41025500.0
94.0,35890500.0
93.370003,43458200.0
93.0,32936400.0
93.330002,33686800.0
93.480003,28719100.0
92.720001,76314700.0
90.0,44392800.0
92.389999,61259800.0
94.550003,46916900.0
94.160004,42062400.0
94.639999,30442100.0
94.639999,32026000.0
95.870003,38018600.0
97.220001,35140200.0
98.669998,38168800.0
99.68,56331200.0
99.440002,36229500.0
99.599998,42307200.0
99.019997,29173300.0
97.599998,40191600.0
97.790001,28062900.0
97.989998,23292500.0
99.25,22409500.0
99.019997,20848100.0
98.5,26601400.0
98.529999,31712900.0
98.690002,38020500.0
97.32,31931900.0
97.82,29445200.0
96.449997,31326800.0
96.620003,61008200.0
96.0,34411900.0
94.940002,35546400.0
96.25,29219100.0
95.940002,32240200.0
92.910004,75311400.0
93.0,45489600.0
92.900002,40444900.0
93.970001,36531000.0
94.440002,35836400.0
95.489998,26026500.0
95.389999,27705200.0
94.599998,30949100.0
95.699997,25139600.0
96.489998,28912100.0
96.75,23794900.0
97.169998,24167500.0
97.410004,25892200.0
97.389999,38919000.0
98.919998,30137000.0
98.699997,36493900.0
99.559998,23779900.0
100.0,26276000.0
99.830002,32702000.0
99.260002,28313700.0
98.25,40382900.0
96.82,56239800.0
104.269997,92344800.0
102.830002,39869800.0
104.190002,27733700.0
104.410004,38167900.0
106.050003,33816600.0
104.809998,30202600.0
105.580002,27408700.0
106.269997,40553400.0
107.519997,28037200.0
108.230003,26315200.0
108.709999,24008500.0
108.519997,27484500.0
107.779999,18660400.0
108.139999,25868200.0
109.629997,33794400.0
109.099998,25356000.0
109.230003,21984700.0
108.769997,25368100.0
108.860001,25820200.0
108.589996,21257700.0
108.57,23675100.0
107.389999,25086200.0
107.410004,27766300.0
106.620003,24970300.0
105.800003,24863900.0
105.660004,29662400.0
106.139999,26701500.0
107.699997,26802500.0
107.900002,26880400.0
107.830002,42364300.0
107.25,53002000.0
104.639999,46557000.0
102.650002,45292800.0
107.510002,62176200.0
108.730003,110888700.0
113.860001,89983600.0
115.120003,79886900.0
115.190002,47023000.0
113.050003,34514300.0
113.849998,36003200.0
114.349998,31074000.0
114.419998,52481200.0
111.639999,29869400.0
113.0,24607400.0
113.690002,29641100.0
113.160004,35887000.0
112.459999,36379100.0
112.709999,21701800.0
113.059998,29736800.0
113.400002,21453100.0
113.699997,28779300.0
114.309998,24358400.0
115.019997,36236000.0
117.699997,64041000.0
117.349998,37586800.0
116.790001,35192400.0
117.879997,35652200.0
117.330002,23624900.0
118.18,24553500.0
117.25,20034600.0
116.860001,24125800.0
116.809998,23192700.0
117.099998,23538700.0
117.949997,48129000.0
114.309998,66134200.0
115.389999,34562000.0
113.870003,37861700.0
113.650002,26419400.0
113.459999,43825800.0
111.400002,28331700.0
110.980003,26932600.0
108.529999,30837000.0
110.080002,32560000.0
110.309998,24054500.0
109.879997,59176400.0
111.089996,57134500.0
107.120003,34094100.0
107.709999,51175500.0
106.57,32264500.0
106.699997,58840500.0
109.809998,27632000.0
109.720001,28428900.0
110.120003,29264600.0
111.949997,25965500.0
111.360001,27426400.0
111.129997,11475900.0
111.43,27194000.0
110.779999,28528800.0
111.599998,36162300.0
110.370003,37086900.0
109.169998,26528000.0
110.0,34324500.0
109.5,26195500.0
109.260002,29998700.0
110.860001,27068300.0
112.309998,34402600.0
113.290001,26374400.0
113.839996,43733800.0
115.040001,34031800.0
115.379997,46524500.0
116.470001,44351100.0
115.800003,27779400.0
116.739998,21425000.0
116.800003,23783200.0
116.349998,26085900.0
115.589996,14249500.0
116.519997,18296900.0
117.519997,20905900.0
28.950001,115127600.0
28.9625,84472400.0
28.98,88774400.0
29.195,127007600.0
29.487499,134247600.0
29.692499,97848400.0
29.684999,110354400.0
29.725,108344800.0
29.7775,104447600.0
29.584999,137759200.0
30.0,94852000.0
29.85,102389200.0
30.112499,130391600.0
30.0,88200800.0
29.887501,92844000.0
30.105,129510400.0
30.4175,105350400.0
30.535,82251600.0
30.2325,121510000.0
30.2875,196804000.0
31.7575,447940000.0
31.995001,134841600.0
32.077499,98029200.0
32.282501,107383600.0
32.634998,152735200.0
32.837502,92016400.0
32.912498,113399600.0
33.115002,80262000.0
33.27,92141600.0
33.3675,132904800.0
33.880001,142492400.0
33.9175,90338400.0
33.775002,88792800.0
34.057499,98028800.0
34.107498,83347600.0
34.345001,83152800.0
33.977501,87106400.0
34.285,81029600.0
34.27,93931600.0
34.4725,145658400.0
35.0,104844000.0
34.695,84432400.0
34.842499,87000000.0
34.764999,69785200.0
34.737499,74828800.0
34.685001,88623600.0
34.8125,78451200.0
34.712502,69686800.0
34.825001,61236400.0
34.852501,102767200.0
35.18,76928000.0
35.25,175540000.0
35.099998,86168000.0
35.5275,158119600.0
34.962502,103440800.0
35.314999,81385200.0
35.375,89582400.0
34.8475,94300400.0
35.227501,133499200.0
35.919998,116760000.0
36.047501,84829200.0
35.93,78646800.0
35.927502,79942800.0
35.8125,79565600.0
36.055,110871600.0
36.072498,84596000.0
35.932499,66688800.0
35.900002,75733600.0
35.735001,121517600.0
35.400002,81400000.0
35.477501,71291600.0
35.369999,66328400.0
35.352501,58790000.0
35.470001,69313600.0
35.305,93278400.0
35.610001,69283600.0
35.875,68537200.0
35.977501,75486000.0
36.1175,80164800.0
35.98,56985200.0
36.022499,83441600.0
36.275002,134411600.0
36.884998,181408800.0
36.397499,182788000.0
36.630001,93487600.0
36.689999,109310800.0
37.2575,195009600.0
38.467499,156521600.0
38.407501,103222800.0
38.112499,109020400.0
38.674999,130108000.0
39.002499,104038800.0
38.985001,80194000.0
38.400002,203070800.0
37.817501,134272800.0
38.345001,107843200.0
38.5,91865600.0
38.724998,79675600.0
38.459999,76712000.0
38.432499,76942400.0
38.5,87710400.0
38.355,80507600.0
38.4925,97804800.0
38.2925,65616400.0
38.395,111082800.0
38.584999,101326800.0
38.474998,106499600.0
38.755001,84278400.0
38.8125,85003200.0
38.797501,259530800.0
36.435001,289229200.0
36.790001,136661600.0
36.875,126124800.0
35.830002,128661600.0
35.945,201444400.0
35.915001,130165600.0
36.717499,99600400.0
36.380001,85063200.0
36.442501,76425200.0
36.282501,141757600.0
36.7925,102769600.0
36.252499,99047600.0
36.122501,88329600.0
36.177502,125997600.0
36.112499,92096400.0
36.220001,57111200.0
35.922501,86278400.0
35.755001,96515200.0
35.724998,76806800.0
36.0275,84362400.0
36.182499,79127200.0
36.467499,99538000.0
36.375,100797600.0
36.9925,80528400.0
37.205002,95174000.0
37.299999,71475200.0
37.619999,83692000.0
37.875,68974800.0
37.497501,105010400.0
37.645,85972800.0
37.950001,75415600.0
38.337502,63124000.0
38.4375,129905200.0
37.4725,68854800.0
37.474998,79383600.0
37.275002,141474400.0
39.82,279747200.0
39.262501,108389200.0
39.017502,82239600.0
39.264999,87481200.0
39.650002,144823600.0
39.814999,104526000.0
39.974998,163217200.0
39.150002,105028400.0
39.830002,88490800.0
40.165001,117862000.0
40.485001,110686400.0
40.130001,111762400.0
39.465,109712400.0
39.375,105474000.0
39.557499,86418400.0
39.767502,77596400.0
40.107498,79275600.0
39.912498,101920400.0
40.035,103864000.0
40.025002,118067600.0
40.950001,109078400.0
