Open Price,Volume
40.91,107140400.0
41.200001,66364400.0
40.9375,117874000.0
40.677502,86606800.0
40.522499,87714000.0
40.215,114446000.0
40.125,126323200.0
40.6525,286856000.0
39.967499,179629600.0
39.747501,95042800.0
39.6175,196458400.0
40.0275,113077600.0
39.877499,83242400.0
39.474998,211805600.0
38.950001,150046800.0
37.884998,186581600.0
37.497501,177549200.0
37.945,146640000.0
38.450001,102016800.0
38.4725,88022000.0
38.302502,105199200.0
38.564999,74795200.0
38.502499,64921200.0
38.407501,80655200.0
38.544998,85135200.0
38.7425,69630400.0
38.952499,65051600.0
39.014999,62468000.0
38.9925,67622400.0
39.087502,64500400.0
39.182499,65576800.0
39.474998,96486000.0
39.945,75989200.0
40.105,65496800.0
39.1875,170336800.0
39.1525,95896400.0
39.2225,87937200.0
39.072498,71028800.0
39.227501,84828400.0
39.307499,68002000.0
39.822498,177816800.0
40.9725,178803200.0
41.974998,144187200.0
42.467499,134551200.0
41.650002,165573600.0
43.5,237594400.0
43.092499,140105200.0
43.477501,97446000.0
43.665001,97638000.0
43.7775,117930400.0
43.7775,100582000.0
43.375,67928400.0
43.259998,99130000.0
42.4925,116632400.0
42.794998,94550000.0
42.759998,87598000.0
42.572498,65049600.0
42.695,100525200.0
43.34,102355600.0
43.775002,56106800.0
43.762501,82867200.0
43.575001,105715200.0
43.157501,166665600.0
42.607498,166108800.0
42.487499,159037200.0
43.119999,130169600.0
42.264999,109400800.0
41.875,114240000.0
42.2575,102693200.0
42.622501,93420800.0
42.299999,141095200.0
43.037498,77636800.0
43.125,95273600.0
43.099998,81906000.0
43.407501,160677200.0
43.720001,117684400.0
43.7575,109745600.0
43.717499,93902400.0
43.5425,83799600.0
43.669998,65397600.0
42.700001,132742000.0
42.525002,85992800.0
42.75,65920800.0
